ScheduleDayName,ScheduleTypeLimits,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
LabHVACAvailWD,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LabHVACAvailSat,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LabHVACAvailSun,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LabServiceHotWaterWD,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabServiceHotWaterSat,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabServiceHotWaterSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabElevatorWD,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabElevatorSat,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabElevatorSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabExhaustHoodCAVWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LabExhaustHoodCAVSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LabExhaustHoodCAVSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LabExhaustHoodVAVWD,Fraction,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.4,0.5,0.7,0.9,0.8,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
LabExhaustHoodVAVSat,Fraction,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
LabExhaustHoodVAVSun,Fraction,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
LabProcessEquipmentTypicalUseWD,Fraction,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2
LabProcessEquipmentTypicalUseSat,Fraction,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LabProcessEquipmentTypicalUseSun,Fraction,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LabProcessEquipmentHighUseWD,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LabProcessEquipmentHighUseSat,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LabProcessEquipmentHighUseSun,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LabRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LabRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LabRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
LabGasEquipWD,Fraction,0,0,0,0,0,0,0,0.1,0.2,0.9,0.9,0.45,0.45,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0,0,0,0
LabGasEquipSat,Fraction,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
LabGasEquipSun,Fraction,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
LabHtgSetptWD,Temperature,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
LabHtgSetptSat,Temperature,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
LabHtgSetptSun,Temperature,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
LabClgSetptWD,Temperature,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
LabClgSetptSat,Temperature,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
LabClgSetptSun,Temperature,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
LabInfiltrationWD,Fraction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
LabInfiltrationSat,Fraction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
LabInfiltrationSun,Fraction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
LabWtrHtrSetptWD,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
LabWtrHtrSetptSat,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
LabWtrHtrSetptSun,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
ManufacturingOccupancyWD,Fraction,0,0,0,0,0,0,0.1,0.2,0.95,0.95,0.95,0.95,0.5,0.95,0.95,0.95,0.95,0.3,0.1,0.1,0.1,0.1,0.05,0.05
ManufacturingOccupancySat,Fraction,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0,0,0,0,0
ManufacturingOccupancySun,Fraction,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0
ManufacturingLightsWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.3,0.3,0.2,0.2,0.1,0.05
ManufacturingLightsSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05
ManufacturingLightsSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
ManufacturingReceptacleWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.3,0.3,0.2,0.2,0.1,0.05
ManufacturingReceptacleSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05
ManufacturingReceptacleSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
ManufacturingHVACAvailWD,OnOff,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ManufacturingHVACAvailSat,OnOff,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
ManufacturingHVACAvailSun,OnOff,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
ManufacturingServiceHotWaterWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.08,0.07,0.19,0.35,0.38,0.39,0.47,0.57,0.54,0.34,0.33,0.44,0.26,0.21,0.15,0.17,0.08,0.05,0.05
ManufacturingServiceHotWaterSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.08,0.07,0.11,0.15,0.21,0.19,0.23,0.2,0.19,0.15,0.12,0.14,0.07,0.07,0.07,0.07,0.09,0.05,0.05
ManufacturingServiceHotWaterSun,Fraction,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04
ManufacturingElevatorWD,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ManufacturingElevatorSat,Fraction,0,0,0,0,0,0,0,0.16,0.14,0.21,0.18,0.25,0.21,0.13,0.08,0.04,0.05,0.06,0,0,0,0,0,0
ManufacturingElevatorSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ManufacturingRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ManufacturingRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ManufacturingRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ManufacturingGasEquipWD,Fraction,0,0,0,0,0,0,0.5,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0,0,0,0,0,0
ManufacturingGasEquipSat,Fraction,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0
ManufacturingGasEquipSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ManufacturingHtgSetptWD,Temperature,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
ManufacturingHtgSetptSat,Temperature,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,60,60,60,60,60
ManufacturingHtgSetptSun,Temperature,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
ManufacturingClgSetptWD,Temperature,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
ManufacturingClgSetptSat,Temperature,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,85
ManufacturingClgSetptSun,Temperature,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
ManufacturingInfiltrationWD,Fraction,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
ManufacturingInfiltrationSat,Fraction,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1
ManufacturingInfiltrationSun,Fraction,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,1
ManufacturingWtrHtrSetptWD,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
ManufacturingWtrHtrSetptSat,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
ManufacturingWtrHtrSetptSun,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
ManufacturingEscalatorWD,Fraction,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ManufacturingEscalatorSat,Fraction,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
ManufacturingEscalatorSun,Fraction,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
OfficeOccupancyWD,Fraction,0,0,0,0,0,0,0.1,0.2,0.95,0.95,0.95,0.95,0.5,0.95,0.95,0.95,0.95,0.3,0.1,0.1,0.1,0.1,0.05,0.05
OfficeOccupancySat,Fraction,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0,0,0,0,0
OfficeOccupancySun,Fraction,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0
OfficeLightsWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.35,0.3,0.3,0.2,0.2,0.1,0.05
OfficeLightsSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05
OfficeLightsSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
OfficeReceptacleWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.3,0.3,0.2,0.2,0.1,0.05
OfficeReceptacleSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05
OfficeReceptacleSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
OfficeHVACAvailWD,OnOff,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OfficeHVACAvailSat,OnOff,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
OfficeHVACAvailSun,OnOff,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
OfficeServiceHotWaterWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.08,0.07,0.19,0.35,0.38,0.39,0.47,0.57,0.54,0.34,0.33,0.44,0.26,0.21,0.15,0.17,0.08,0.05,0.05
OfficeServiceHotWaterSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.08,0.07,0.11,0.15,0.21,0.19,0.23,0.2,0.19,0.15,0.12,0.14,0.07,0.07,0.07,0.07,0.09,0.05,0.05
OfficeServiceHotWaterSun,Fraction,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04
OfficeElevatorWD,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
OfficeElevatorSat,Fraction,0,0,0,0,0,0,0,0.16,0.14,0.21,0.18,0.25,0.21,0.13,0.08,0.04,0.05,0.06,0,0,0,0,0,0
OfficeElevatorSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OfficeRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
OfficeRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
OfficeRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
OfficeHtgSetptWD,Temperature,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
OfficeHtgSetptSat,Temperature,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,60,60,60,60,60
OfficeHtgSetptSun,Temperature,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
OfficeClgSetptWD,Temperature,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
OfficeClgSetptSat,Temperature,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,85
OfficeClgSetptSun,Temperature,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
OfficeInfiltrationWD,Fraction,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
OfficeInfiltrationSat,Fraction,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1
OfficeInfiltrationSun,Fraction,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,1
OfficeEscalatorWD,Fraction,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OfficeEscalatorSat,Fraction,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
OfficeEscalatorSun,Fraction,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
OfficeWtrHtrSetptWD,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
OfficeWtrHtrSetptSat,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
OfficeWtrHtrSetptSun,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
OfficeGasEquipWD,Fraction,0,0,0,0,0,0,0,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0,0,0,0,0,0
OfficeGasEquipSat,Fraction,0,0,0,0,0,0,0,0,0.5,0.5,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0,0,0,0,0,0,0
OfficeGasEquipSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingOccupancyWD,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingOccupancySat,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingOccupancySun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingLightsWD,Fraction,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5
ParkingLightsSat,Fraction,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ParkingLightsSun,Fraction,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ParkingReceptacleWD,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ParkingReceptacleSat,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ParkingReceptacleSun,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ParkingHVACAvailWD,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ParkingHVACAvailSat,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ParkingHVACAvailSun,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ParkingServiceHotWaterWD,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingServiceHotWaterSat,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingServiceHotWaterSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParkingElevatorWD,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
